"","bsr","currency","dim_unit","dim_x","dim_y","dim_z","price","reviews","reviews_count","weight","weight_unit","sales"
"669",1001613,"EUR",NA,NA,NA,NA,7.45,NA,NA,NA,NA,122.5
"670",NA,"EUR",NA,NA,NA,NA,12.99,NA,10,NA,NA,NA
"671",NA,"EUR",NA,NA,NA,NA,16.59,4.4,69,NA,NA,NA
"672",NA,"EUR",NA,NA,NA,NA,NA,4.9,28,NA,NA,NA
"673",30174,"EUR",NA,NA,NA,NA,0.01,NA,NA,NA,NA,122.5
"674",25901,"EUR",NA,NA,NA,NA,10.98,NA,3,NA,NA,122.5
"675",135347,"EUR",NA,NA,NA,NA,9.9,NA,NA,81.6,"g",122.5
"676",NA,"EUR",NA,NA,NA,NA,17.99,NA,NA,NA,NA,NA
"677",98496,"EUR",NA,NA,NA,NA,NA,4.7,26,NA,NA,73
"678",247204,"EUR",NA,NA,NA,NA,11.95,NA,5,NA,NA,122.5
"679",NA,"EUR",NA,NA,NA,NA,6.99,NA,NA,NA,NA,NA
"680",4730,"EUR",NA,NA,NA,NA,12.26,NA,NA,NA,NA,138.5
"681",803,"EUR",NA,NA,NA,NA,NA,4.7,39,4.7,"von",477
"682",12633,"EUR",NA,NA,NA,NA,26.13,4.5,NA,NA,NA,71.5
"683",13853,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,71.5
"684",133151,"EUR",NA,NA,NA,NA,19.99,NA,NA,99.8,"g",73
"685",11595,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,59
"686",NA,"EUR",NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA
"687",NA,"EUR",NA,NA,NA,NA,11.99,NA,1,NA,NA,NA
"688",NA,"EUR",NA,NA,NA,NA,28,NA,1,NA,NA,NA
"689",8108,"EUR",NA,NA,NA,NA,9.49,3.9,NA,NA,NA,122.5
"690",NA,"EUR",NA,NA,NA,NA,12.15,4.2,NA,NA,NA,NA
"691",NA,"EUR",NA,NA,NA,NA,28.49,4.7,NA,NA,NA,NA
"692",49503,"EUR",NA,NA,NA,NA,4.27,4.2,NA,4.2,"von",71.5
"693",48,"EUR","cm",NA,NA,NA,15.97,4.5,991,81.6,"g",2970
"694",NA,"EUR",NA,NA,NA,NA,19.99,NA,NA,NA,NA,NA
"695",98496,"EUR",NA,NA,NA,NA,NA,4.7,26,NA,NA,73
"696",NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA
"697",NA,"EUR",NA,NA,NA,NA,8.99,2.9,9,NA,NA,NA
"698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",78523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
"700",192,"EUR",NA,NA,NA,NA,NA,4.7,138,NA,NA,968
"701",3712,"EUR","cm",NA,NA,25,12.99,4.9,10,222,"g",132.5
"702",133151,"EUR",NA,NA,NA,NA,19.99,NA,NA,99.8,"g",73
"703",10155,"EUR","cm",NA,NA,24,24.99,4.3,24,399,"g",73
"704",129588,"EUR",NA,NA,NA,NA,8.99,2.9,2,118,"g",73
"705",74862,"EUR","cm",30,8,8,22.99,3.8,17,358,"g",73
"706",15,"EUR","cm",NA,NA,NA,10.99,4.4,570,159,"g",2970
"707",533,"EUR",NA,NA,NA,NA,NA,4.3,451,NA,NA,467.5
"708",771013,"EUR",NA,NA,NA,NA,52.99,NA,NA,NA,NA,71.5
"709",NA,"EUR",NA,NA,NA,NA,34.49,NA,NA,NA,NA,NA
"710",NA,"EUR",NA,NA,NA,NA,43.34,NA,NA,NA,NA,NA
"711",672467,"EUR",NA,NA,NA,NA,72.99,5,1,NA,NA,73
"712",221281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"713",223045,"EUR",NA,NA,NA,NA,73.6,NA,NA,NA,NA,35
"714",76687,"EUR",NA,NA,NA,NA,11.43,3.9,8,3.9,"von",71.5
"715",18715,"EUR",NA,NA,NA,NA,4.79,3.9,6,NA,NA,71.5
"716",110968,"EUR",NA,NA,NA,NA,23.47,NA,NA,NA,NA,71.5
"717",31673,"EUR",NA,NA,NA,NA,2.99,5,2,NA,NA,35
"718",NA,"EUR",NA,NA,NA,NA,14.22,3.6,NA,NA,NA,NA
"719",1204,"EUR",NA,NA,NA,NA,21,3.9,19,NA,NA,386.5
"720",343,"EUR",NA,NA,NA,NA,15.75,4.2,126,4.2,"von",912
"721",NA,"EUR",NA,NA,NA,NA,13.25,3.9,NA,NA,NA,NA
"722",61,"EUR",NA,NA,NA,NA,9.99,NA,2,NA,NA,1407
"723",6420,"EUR",NA,NA,NA,NA,13.5,5,1,5,"von",175.5
"724",6339,"EUR",NA,NA,NA,NA,12.5,3.8,6,3.8,"von",175.5
"725",NA,"EUR",NA,NA,NA,NA,12.25,4.8,6,NA,NA,NA
"726",17835,"EUR",NA,NA,NA,NA,15.9,NA,NA,NA,NA,40.5
"727",NA,"EUR",NA,NA,NA,NA,25.5,NA,NA,NA,NA,NA
"728",NA,"EUR",NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA
"729",133197,"EUR",NA,NA,NA,NA,10.9,4.9,10,NA,NA,73
"730",3,NA,NA,NA,NA,NA,NA,4.9,39,NA,NA,2430
"731",NA,"EUR",NA,NA,NA,NA,12,NA,3,NA,NA,NA
"732",19752,"EUR",NA,NA,NA,NA,24.9,4.6,3,4.6,"von",40.5
"733",16947,"EUR",NA,NA,NA,NA,26.9,NA,NA,NA,NA,40.5
"734",21973,NA,NA,NA,NA,NA,NA,3.8,4,NA,NA,81.5
"735",826,"EUR",NA,NA,NA,NA,29.95,4,128,NA,NA,526
"736",NA,"EUR",NA,NA,NA,NA,7.99,4.4,37,NA,NA,NA
"737",NA,"EUR",NA,NA,NA,NA,11.99,3.1,6,NA,NA,NA
"738",7250,"EUR",NA,NA,NA,NA,7.99,NA,4,NA,NA,187
"739",101757,"EUR",NA,NA,NA,NA,9.99,4.4,2,NA,NA,71.5
"740",45873,"EUR",NA,NA,NA,NA,13.99,NA,NA,NA,NA,35
"741",4996,"EUR",NA,NA,NA,NA,9.99,3.3,9,NA,NA,90.5
"742",NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA
"743",58862,"EUR",NA,NA,NA,NA,7.99,NA,NA,NA,NA,71.5
"744",7554,"EUR",NA,NA,NA,NA,7.99,3.9,16,NA,NA,50.5
"745",7458,"EUR",NA,NA,NA,NA,15.11,4.1,NA,NA,NA,235
"746",90,"EUR",NA,NA,NA,NA,16.14,4.8,NA,NA,NA,1486.5
"747",18772,NA,NA,NA,NA,NA,NA,4.2,NA,4.2,"von",71.5
"748",1493,NA,NA,NA,NA,NA,NA,4.5,NA,4.5,"von",416
"749",178712,"EUR",NA,NA,NA,NA,81.9,4.6,75,NA,NA,122.5
"750",169697,"EUR",NA,NA,NA,NA,86.9,3.9,25,NA,NA,122.5
"751",NA,"EUR",NA,NA,NA,NA,39.99,3.9,NA,NA,NA,NA
"752",7375,"EUR",NA,NA,NA,NA,14.99,3.3,NA,NA,NA,160
"753",1128,"EUR",NA,NA,NA,NA,51.99,4.2,242,4.2,"von",355
"754",44261,"EUR",NA,NA,NA,NA,13.65,NA,NA,NA,NA,40.5
"755",1802,"EUR",NA,NA,NA,NA,58.99,4.1,220,4.1,"von",367.5
"756",34,"EUR",NA,NA,NA,NA,22.98,4.2,2,4.2,"von",3240
"757",24,"EUR",NA,NA,NA,NA,29.99,4.3,NA,4.3,"von",3240
"758",307,"EUR",NA,NA,NA,NA,31.95,4.3,183,NA,NA,930.5
"759",NA,"EUR",NA,NA,NA,NA,6.56,NA,NA,NA,NA,NA
"760",14486,"EUR",NA,NA,NA,NA,12.34,4.9,NA,NA,NA,22.5
"761",20505,"EUR",NA,NA,NA,NA,7.79,4.9,9,4.9,"von",22.5
"762",247374,"EUR",NA,NA,NA,NA,7.47,NA,NA,NA,NA,22.5
"763",13536,"EUR",NA,NA,NA,NA,5.5,4.2,16,4.2,"von",22.5
"764",22934,"EUR",NA,NA,NA,NA,12.34,NA,2,NA,NA,35
"765",71609,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,22.5
"766",16079,"EUR",NA,NA,NA,NA,11.99,NA,1,5,"von",22.5
"767",148760,"EUR",NA,NA,NA,NA,8.98,3,4,81.6,"g",22.5
"768",NA,"EUR",NA,NA,NA,NA,5.14,4.4,NA,NA,NA,NA
"769",3520,"EUR",NA,NA,NA,NA,12.99,4.5,3,281,"g",78.5
"770",43327,"EUR",NA,NA,NA,NA,11.95,4.3,38,99.8,"g",122.5
"771",15649,"EUR",NA,NA,NA,NA,32.67,3.5,16,3.5,"von",35
"772",7032,"EUR",NA,NA,NA,NA,24.99,4.4,NA,NA,NA,229
"773",36442,"EUR",NA,NA,NA,NA,12.9,3.6,10,NA,NA,122.5
"774",71,"EUR",NA,NA,NA,NA,23.74,4.5,NA,4.5,"von",1486.5
"775",344,"EUR",NA,NA,NA,NA,10.4,4.6,NA,4.6,"von",912
"776",20780,NA,NA,NA,NA,NA,NA,4.2,NA,4.2,"von",71.5
"777",594,"EUR",NA,NA,NA,NA,25.42,4.5,59,4.5,"von",645
"778",1723,"EUR",NA,NA,NA,NA,9.45,4.2,NA,422,"g",367.5
"779",17162,"EUR",NA,NA,NA,NA,9.45,3.6,17,522,"g",39
"780",5904,"EUR",NA,NA,NA,NA,18.29,4.6,NA,NA,NA,145
"781",NA,"EUR",NA,NA,NA,NA,14.99,NA,647,NA,NA,NA
"782",6662,"EUR",NA,NA,NA,NA,14.98,4.3,150,4.3,"von",235
"783",6680,"EUR",NA,NA,NA,NA,11.99,4.4,86,NA,NA,235
"784",7365,"EUR",NA,NA,NA,NA,12.83,4.6,20,4.6,"von",235
"785",NA,"EUR",NA,NA,NA,NA,16.5,4.4,28,NA,NA,NA
"786",NA,"EUR",NA,NA,NA,NA,7.95,NA,32,NA,NA,NA
"787",NA,"EUR",NA,NA,NA,NA,11.49,4.1,81,NA,NA,NA
"788",NA,"EUR",NA,NA,NA,NA,12.99,4.4,30,NA,NA,NA
"789",10055,"EUR",NA,NA,NA,NA,49.95,4.5,79,NA,NA,71.5
"790",26601,"EUR",NA,NA,NA,NA,6.99,5,1,NA,NA,71.5
"791",170635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.5
"792",228,"EUR",NA,NA,NA,NA,9.99,4.2,489,NA,NA,910
"793",2124,"EUR",NA,NA,NA,NA,4.9,NA,5,NA,NA,135
"794",50665,NA,NA,NA,NA,NA,NA,4.2,193,4.2,"von",71.5
"795",1804,"EUR",NA,NA,NA,NA,5.7,NA,8,NA,NA,339.5
"796",7546,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,71.5
"797",1277,"EUR",NA,NA,NA,NA,17.38,4.2,NA,NA,NA,386.5
"798",7102,"EUR",NA,NA,NA,NA,6.59,4,6,NA,NA,235
"799",28833,NA,NA,NA,NA,NA,NA,3.9,4,NA,NA,35
"800",NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA
"801",26096,NA,NA,NA,NA,NA,NA,3.7,9,NA,NA,71.5
"802",86207,"EUR",NA,NA,NA,NA,14.9,2.9,8,2.9,"von",71.5
"803",17281,"EUR",NA,NA,NA,NA,6.55,NA,NA,NA,NA,71.5
"804",18058,"EUR",NA,NA,NA,NA,12.49,4.4,28,4.4,"von",71.5
"805",46728,"EUR",NA,NA,NA,NA,7.69,NA,NA,NA,NA,71.5
"806",361554,"EUR",NA,NA,NA,NA,41.37,NA,NA,NA,NA,71.5
"807",42872,"EUR",NA,NA,NA,NA,13.47,3.9,6,NA,NA,122.5
"808",84814,"EUR",NA,NA,NA,NA,24.49,3.4,10,3.4,"von",71.5
"809",456,"EUR",NA,NA,NA,NA,12.19,4.5,274,NA,NA,646
"810",960,"EUR",NA,NA,NA,NA,10.99,4.9,26,4.9,"von",377
"811",5667,"EUR",NA,NA,NA,NA,14.99,4.1,16,4.1,"von",235
"812",442,"EUR",NA,NA,NA,NA,8.9,3.3,33,NA,NA,583
"813",5868,"EUR",NA,NA,NA,NA,14.99,NA,NA,NA,NA,193.5
"814",13660,"EUR",NA,NA,NA,NA,14.11,4.5,NA,NA,NA,22.5
"815",598,"EUR",NA,NA,NA,NA,4.7,4.5,NA,NA,NA,450
"816",NA,"EUR",NA,NA,NA,NA,14.2,4.3,NA,NA,NA,NA
"817",214675,"EUR",NA,NA,NA,NA,12.95,NA,2,NA,NA,122.5
"818",NA,"EUR",NA,NA,NA,NA,28.75,4.2,25,NA,NA,NA
"819",NA,"EUR",NA,NA,NA,NA,26.95,NA,3,NA,NA,NA
"820",472251,"EUR",NA,NA,NA,NA,39.9,NA,NA,NA,NA,122.5
"821",598314,"EUR",NA,NA,NA,NA,15.99,NA,2,NA,NA,122.5
"822",21287,"EUR",NA,NA,NA,NA,10.99,4.7,8,NA,NA,122.5
"823",432,"EUR",NA,NA,NA,NA,10.55,4.6,NA,4.6,"von",354
"824",1158,"EUR",NA,NA,NA,NA,13.97,4.7,NA,4.7,"von",178
"825",2425,"EUR",NA,NA,NA,NA,14.99,4.6,100,NA,NA,198.5
"826",22777,"EUR",NA,NA,NA,NA,10.39,4.8,NA,NA,NA,81.5
"827",5823,"EUR",NA,NA,NA,NA,19.99,4.7,NA,NA,NA,210.5
"828",1150455,"EUR",NA,NA,NA,NA,12,NA,NA,NA,NA,81.5
"829",24623,"EUR",NA,NA,NA,NA,21.88,4.8,31,NA,NA,122.5
"830",36260,"EUR",NA,NA,NA,NA,24.5,4.6,6,222,"g",122.5
"831",7286,"EUR",NA,NA,NA,NA,19.95,NA,47,4,"von",217
"832",57080,"EUR",NA,NA,NA,NA,18.75,4.4,NA,295,"g",122.5
"833",NA,"EUR",NA,NA,NA,NA,27.97,4.6,261,NA,NA,NA
"834",276106,"EUR",NA,NA,NA,NA,29.99,NA,NA,NA,NA,122.5
"835",630594,"EUR",NA,NA,NA,NA,59.99,NA,NA,NA,NA,122.5
"836",1126001,"EUR",NA,NA,NA,NA,29.99,NA,1,NA,NA,122.5
"837",NA,"EUR",NA,NA,NA,NA,48.5,NA,NA,NA,NA,NA
"838",289198,"EUR",NA,NA,NA,NA,47.99,NA,NA,NA,NA,71.5
"839",29751,NA,NA,NA,NA,NA,NA,3.9,NA,3.9,"von",71.5
"840",107566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"841",258319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"842",181149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"843",130526,"EUR",NA,NA,NA,NA,28.9,NA,NA,NA,NA,35
"844",151689,"EUR",NA,NA,NA,NA,28.9,NA,NA,NA,NA,35
"845",119200,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,35
"846",149473,"EUR",NA,NA,NA,NA,129.95,NA,NA,NA,NA,35
"847",148313,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,35
"848",20101,"EUR",NA,NA,NA,NA,29.9,NA,NA,NA,NA,35
"849",98585,NA,NA,NA,NA,NA,NA,NA,NA,599,"g",22.5
"850",286726,"EUR",NA,NA,NA,NA,49.14,5,2,5,"von",43.5
"851",338210,"EUR",NA,NA,NA,NA,8.99,NA,1,NA,NA,59
"852",33319,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,59
"853",391277,"EUR",NA,NA,NA,NA,8.99,NA,1,NA,NA,59
"854",14581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
"855",NA,"EUR",NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA
"856",398,"EUR",NA,NA,NA,NA,7.13,4.4,NA,NA,NA,683
"857",1356,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,275
"858",247,"EUR",NA,NA,NA,NA,7.7,4.5,NA,NA,NA,672.5
"859",493,"EUR",NA,NA,NA,NA,7.35,4.6,NA,4.6,"von",434
"860",NA,"EUR",NA,NA,NA,NA,99.9,NA,NA,NA,NA,NA
"861",230045,"EUR",NA,NA,NA,NA,49.95,4.5,2,NA,NA,22.5
"862",5086,"EUR",NA,NA,NA,NA,39.92,3.3,NA,3.3,"von",214.5
"863",12974,"EUR",NA,NA,NA,NA,399,4.2,17,NA,NA,35
"864",54701,"EUR",NA,NA,NA,NA,265.99,4.6,16,NA,NA,35
"865",290,"EUR",NA,NA,NA,NA,98.95,4.3,NA,4.3,"von",612
"866",2102,"EUR",NA,NA,NA,NA,7.95,4.9,21,99.8,"g",198.5
"867",4030,"EUR",NA,NA,NA,NA,9.99,4.5,17,NA,NA,77.5
"868",1528,"EUR",NA,NA,NA,NA,9.99,4.4,251,NA,NA,198.5
"869",485,"EUR",NA,NA,NA,NA,6.99,4.3,277,NA,NA,434
"870",127513,"EUR",NA,NA,NA,NA,24.99,NA,2,NA,NA,122.5
"871",1458300,"EUR",NA,NA,NA,NA,10.99,NA,NA,NA,NA,122.5
"872",675044,"EUR",NA,NA,NA,NA,10.89,NA,NA,191,"g",122.5
"873",8458,"EUR",NA,NA,NA,NA,14,4.3,24,59,"g",55
"874",457352,"EUR",NA,NA,NA,NA,14.9,NA,NA,259,"g",40.5
"875",66967,"EUR",NA,NA,NA,NA,9.99,4.1,3,NA,NA,71.5
"876",74,"EUR",NA,NA,NA,NA,9.49,4.6,812,422,"g",1407
"877",7957,"EUR",NA,NA,NA,NA,11.3,4.6,17,NA,NA,122.5
"878",154715,"EUR",NA,NA,NA,NA,12.9,NA,NA,NA,NA,122.5
"879",118820,"EUR",NA,NA,NA,NA,9.99,2.9,9,340,"g",73
"880",130910,"EUR",NA,NA,NA,NA,NA,NA,1,213,"g",73
"881",1021152,"EUR",NA,NA,NA,NA,29.99,NA,1,NA,NA,73
"882",NA,"EUR",NA,NA,NA,NA,27.95,NA,NA,NA,NA,NA
"883",NA,"EUR",NA,NA,NA,NA,27.95,NA,NA,NA,NA,NA
"884",NA,"EUR",NA,NA,NA,NA,27.95,NA,NA,NA,NA,NA
"885",NA,"EUR",NA,NA,NA,NA,27.95,NA,NA,NA,NA,NA
"886",NA,"EUR",NA,NA,NA,NA,27.95,NA,NA,NA,NA,NA
"887",NA,"EUR",NA,NA,NA,NA,27.95,NA,NA,NA,NA,NA
"888",NA,"EUR",NA,NA,NA,NA,27.95,NA,NA,NA,NA,NA
"889",385,"EUR",NA,NA,NA,NA,10.99,4.3,369,399,"g",930.5
"890",1189,"EUR",NA,NA,NA,NA,10.99,4.3,548,358,"g",355
"891",1273,"EUR",NA,NA,NA,NA,14.99,4.3,415,NA,NA,416
"892",1563,"EUR",NA,NA,NA,NA,11.99,NA,145,NA,NA,367.5
"893",10264,"EUR",NA,NA,NA,NA,27.81,4.5,149,499,"g",35
"894",2531,"EUR",NA,NA,NA,NA,15.9,4.6,38,NA,NA,339.5
"895",476,"EUR",NA,NA,NA,NA,NA,4.2,247,NA,NA,184.5
"896",137966,"EUR",NA,NA,NA,NA,12.9,NA,4,59,"g",22.5
"897",1352,"EUR",NA,NA,NA,NA,19.9,4.3,26,NA,NA,275
"898",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"899",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"900",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"901",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"902",2167,"EUR",NA,NA,NA,NA,14.95,4.3,191,18.1,"g",198.5
"903",1844,"EUR",NA,NA,NA,NA,27.99,4.8,122,358,"g",367.5
"904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905",26835,"EUR",NA,NA,NA,NA,28.75,4.2,25,NA,NA,122.5
"906",14491,"EUR",NA,NA,NA,NA,26.95,4.2,26,NA,NA,122.5
"907",7955,"EUR",NA,NA,NA,NA,33.99,4,37,621,"g",122.5
"908",84233,"EUR",NA,NA,NA,NA,33.36,4.1,NA,NA,NA,122.5
"909",35134,"EUR",NA,NA,NA,NA,13.99,5,8,NA,NA,122.5
"910",220453,"EUR",NA,NA,NA,NA,29.95,5,6,118,"g",122.5
"911",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"912",20978,"EUR",NA,NA,NA,NA,18.99,5,15,NA,NA,122.5
"913",35200,"EUR",NA,NA,NA,NA,15.8,5,4,NA,NA,122.5
"914",32653,"EUR",NA,NA,NA,NA,16.9,5,4,NA,NA,122.5
"915",6285,"EUR",NA,NA,NA,NA,16.5,4.4,28,NA,NA,145
"916",1,"EUR",NA,NA,NA,NA,16.5,4.7,8,408,"g",6150
"917",5730,"EUR",NA,NA,NA,NA,8.9,3.6,25,NA,NA,145
"918",6539,"EUR",NA,NA,NA,NA,17.9,5,28,159,"g",145
"919",NA,"EUR",NA,NA,NA,NA,21.9,4.3,26,NA,NA,NA
"920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921",284,"EUR",NA,NA,NA,NA,19.9,4.2,58,NA,NA,672.5
"922",4436,"EUR",NA,NA,NA,NA,19.9,5,4,NA,NA,77.5
"923",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"924",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"925",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"926",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"927",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"928",NA,"EUR",NA,NA,NA,NA,14.95,4.8,218,NA,NA,NA
"929",222,NA,NA,NA,NA,NA,NA,4.7,48,NA,NA,448
"930",168,NA,NA,NA,NA,NA,NA,4.7,127,NA,NA,679.5
"931",5,NA,NA,NA,NA,NA,NA,5,31,NA,NA,2430
"932",8426,"EUR",NA,NA,NA,NA,17,NA,NA,NA,NA,73
"933",22510,NA,NA,NA,NA,NA,NA,4.9,38,NA,NA,81.5
"934",24517,NA,NA,NA,NA,NA,NA,4.9,39,NA,NA,81.5
"935",7998,NA,NA,NA,NA,NA,NA,5,32,NA,NA,73
"936",19665,NA,NA,NA,NA,NA,NA,4.5,25,NA,NA,81.5
"937",22054,NA,NA,NA,NA,NA,NA,4.3,13,NA,NA,81.5
"938",1,NA,NA,NA,NA,NA,NA,4.9,16,NA,NA,3240
"939",1,NA,NA,NA,NA,NA,NA,4.8,26,NA,NA,3240
"940",NA,"EUR",NA,NA,NA,NA,32,NA,4,NA,NA,NA
"941",NA,"EUR",NA,NA,NA,NA,29.99,4.6,50,NA,NA,NA
"942",NA,"EUR",NA,NA,NA,NA,24.95,4.5,NA,NA,NA,NA
"943",NA,"EUR",NA,NA,NA,NA,25.7,4.3,32,NA,NA,NA
"944",NA,"EUR",NA,NA,NA,NA,26.95,4.2,NA,NA,NA,NA
"945",NA,"EUR",NA,NA,NA,NA,29.99,4.1,17,NA,NA,NA
"946",174799,"EUR",NA,NA,NA,NA,14.5,3.7,4,322,"g",122.5
"947",NA,"EUR",NA,NA,NA,NA,32.9,4.3,24,NA,NA,NA
"948",1038,"EUR",NA,NA,NA,NA,27.97,4.6,261,499,"g",421
"949",800328,"EUR",NA,NA,NA,NA,11.79,NA,NA,NA,NA,122.5
"950",183691,"EUR",NA,NA,NA,NA,36.9,NA,NA,NA,NA,122.5
"951",NA,"EUR",NA,NA,NA,NA,22.99,4.4,57,NA,NA,NA
"952",NA,"EUR",NA,NA,NA,NA,25.7,4.3,32,NA,NA,NA
"953",7373,"EUR",NA,NA,NA,NA,24.95,4.4,32,NA,NA,145
"954",19215,"EUR",NA,NA,NA,NA,32,5,4,NA,NA,122.5
"955",150566,"EUR",NA,NA,NA,NA,19.99,NA,2,NA,NA,122.5
"956",81203,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,122.5
"957",NA,"EUR",NA,NA,NA,NA,29.99,NA,9,NA,NA,NA
"958",NA,"EUR",NA,NA,NA,NA,29.99,4.1,17,NA,NA,NA
"959",26801,NA,NA,NA,NA,NA,NA,3.6,23,NA,NA,122.5
"960",248728,"EUR",NA,NA,NA,NA,23.9,4,10,NA,NA,122.5
"961",NA,"EUR",NA,NA,NA,NA,26.95,4.2,NA,NA,NA,NA
"962",46984,"EUR",NA,NA,NA,NA,15.9,4.8,25,NA,NA,122.5
"963",5533,"EUR",NA,NA,NA,NA,28.99,4.3,24,NA,NA,145
"964",10897,"EUR",NA,NA,NA,NA,18.9,4.5,50,522,"g",122.5
"965",102496,NA,NA,NA,NA,NA,NA,4.4,10,NA,NA,122.5
"966",83681,NA,NA,NA,NA,NA,NA,3.3,16,NA,NA,122.5
"967",NA,"EUR",NA,NA,NA,NA,16.5,4.7,8.22,NA,NA,NA
"968",NA,"EUR",NA,NA,NA,NA,29.95,NA,6,NA,NA,NA
"969",978,"EUR",NA,NA,NA,NA,34.9,5,2,NA,NA,231.5
"970",NA,"EUR",NA,NA,NA,NA,7.95,4.7,29,NA,NA,NA
"971",NA,"EUR",NA,NA,NA,NA,21.9,4.3,26,NA,NA,NA
"972",9421,"EUR",NA,NA,NA,NA,10.9,4,13,NA,NA,71.5
"973",NA,"EUR",NA,NA,NA,NA,21.9,4.2,58,NA,NA,NA
"974",10446,"EUR",NA,NA,NA,NA,18.95,4.4,NA,59,"g",22.5
"975",32884,"EUR",NA,NA,NA,NA,7.95,4.6,4,18.1,"g",22.5
"976",144073,"EUR",NA,NA,NA,NA,25.5,5,2,49.9,"g",22.5
"977",58751,"EUR",NA,NA,NA,NA,20.59,4.8,22,322,"g",122.5
"978",75097,"EUR",NA,NA,NA,NA,14.99,3.5,9,381,"g",122.5
"979",NA,"EUR",NA,NA,NA,NA,13.99,NA,8,NA,NA,NA
"980",81615,"EUR",NA,NA,NA,NA,19.95,5,8,249,"g",122.5
"981",40721,"EUR",NA,NA,NA,NA,16.99,4.3,5,NA,NA,122.5
"982",5431,"EUR",NA,NA,NA,NA,20.9,4.6,55,NA,NA,145
"983",NA,"EUR",NA,NA,NA,NA,19.9,NA,28,NA,NA,NA
"984",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"985",1402,"EUR",NA,NA,NA,NA,6.9,3.6,25,NA,NA,444
"986",6689,"EUR",NA,NA,NA,NA,19.99,4.7,30,308,"g",145
"987",7257,"EUR",NA,NA,NA,NA,13.89,4.6,37,141,"g",145
"988",341433,"EUR",NA,NA,NA,NA,12.99,5,1,NA,NA,122.5
"989",591073,"EUR",NA,NA,NA,NA,16.99,4.8,9,181,"g",122.5
"990",NA,"EUR",NA,NA,NA,NA,18.99,NA,15,NA,NA,NA
"991",NA,"EUR",NA,NA,NA,NA,16.9,NA,4,NA,NA,NA
"992",57356,NA,NA,NA,NA,NA,NA,5,2,NA,NA,51.5
"993",NA,"EUR",NA,NA,NA,NA,9.92,NA,468,NA,NA,NA
"994",7539,"EUR",NA,NA,NA,NA,16.99,4.2,22,NA,NA,55
"995",16512,"EUR",NA,NA,NA,NA,10.9,4.7,8,NA,NA,122.5
"996",NA,"EUR",NA,NA,NA,NA,11.31,4.1,NA,NA,NA,NA
"997",51582,"EUR",NA,NA,NA,NA,8.99,4,7,4,"von",122.5
"998",318864,"EUR",NA,NA,NA,NA,11.99,5,1,NA,NA,122.5
"999",11175,"EUR",NA,NA,NA,NA,11.9,NA,NA,NA,NA,71.5
"1000",43544,"EUR",NA,NA,NA,NA,7.99,5,1,5,"von",71.5
"1001",NA,"EUR",NA,NA,NA,NA,7.95,4.7,29,NA,NA,NA
"1002",128143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"1003",NA,"EUR",NA,NA,NA,NA,4.95,NA,1,NA,NA,NA
